Timestep,G0021,G0029,G0030,G0031,G0057,G0064,G0094,G0135,G0156,G0158,G0161,G0214,G0221,G0222,G0224,G0226,G0232,G0233,G0280,G0289,G0293,G0342,G0369,G0398,G0437,G0444,G0458,G0594,G0602,G0637,G0651,G0674,G0706,G0709,G0741,G0743,G0912,G0019,G0070,G0095,G0104,G0155,G0162,G0281,G0302,G0323,G0563,G0656,G0657,G0705,G0740,G0853
0,13982.495770075511246,23451.654297891840542,20708.253229124489735,129864.31311076736893,67080.58097283061943,29292.443670244898385,17699.361734218371566,30177.411756940819032,16556.909604224489158,16556.909604224489158,108762.57785701837565,17168.3808822408173,25506.59047128367456,35310.226659857144114,10177.132997153063116,11681.578744606124019,36514.697937873468618,33717.284103724487068,33009.309634387762344,35398.723468536743894,43186.442631640820764,14336.483004793877626,24159.62876722857618,10354.126614512246306,42301.474544844895718,21504.724507140821515,11416.088318567346505,24336.622384587761189,15132.954282810203949,14778.967048091837569,11947.069170644899714,10885.107466589797696,16017.922369506124596,11770.075553285714705,36283.691555232653627,10885.107466589797696,11239.094701208165134,9420,36870,11340,17160,40140,19710,28890,10020,6000,5610,20010,9960,3990,9780,16380
1,14013.452345375511868,23238.575136191841011,20754.100309024488524,130148.80011916736839,66471.094163130619563,29026.295736244897853,17538.547272518371756,29903.223099840819486,16593.156227224488248,16593.156227224488248,107774.37299011836876,17012.390854440818657,25562.429863383673364,35388.401808857146534,10084.664681653062871,11575.441199906124893,36594.636436073466029,33410.932554224484193,32709.390663387763198,35477.094545236745034,43046.453365240915446,14206.223290893876765,23940.117027028576558,10260.050154412247139,41917.127981444893521,21309.334936240822572,11312.362990767345764,24115.502499787762645,14995.457918110203536,14644.68697259183682,11838.519409044900385,10786.206572689798122,15872.38528170612517,11663.133936285714299,35954.021908832655754,10786.206572689798122,11136.977518008165134,9420,36870,11340,17160,40140,19710,28890,10309.244000000000597,6000,5610,20010,9960,3990,9780,16380
2,14044.408920675512491,23025.49597449184148,20565.947388924487313,128981.28712756736786,66619.607353430619696,28760.147802244897321,17377.732810818371945,29629.034442740819941,16444.402850224487338,16629.402850224487338,106786.16812321836187,16856.400826640820014,25618.269255483672168,35466.576957857148955,9992.1963661530626268,11469.303655206125768,36674.574934273463441,33104.581004724481318,32409.471692387764051,35555.465621936746174,43142.066078840914997,14075.963576993875904,23720.605286828576936,10165.973694312247972,41532.781418044891325,21113.945365340823628,11208.637662967345022,23894.3826149877641,14857.961553410203123,14510.406897091836072,11729.969647444901057,10687.305678789798549,15726.848193906125744,11556.192319285713893,35624.352262432657881,10687.305678789798549,11034.860334808165135,9546.228000000002794,36870,11340,17160,40140,20278.961999999999534,28936.501069199985068,10598.488000000001193,6000,5610,20010,9960,3990,9780,16380
3,14075.365495975513113,22812.416812791841949,20377.794468824486103,129265.77413596736733,66010.120543730619829,28493.999868244896788,17216.918349118372134,29695.845785640820395,16480.649473224486428,16538.093051538820873,105797.96325631835498,16894.410798840821371,25674.108647583670972,35544.752106857151375,9899.7280506530623825,11363.166110506126643,36754.513432473460853,32798.229455224478443,32109.552721387764905,35233.836698636747315,43237.678792440914549,13945.703863093875043,23501.093546628577315,10071.897234212248804,41148.434854644889128,20918.555794440824684,11104.912335167344281,23673.262730187765555,14720.46518871020271,14376.126821591835323,11621.419885844901728,10588.404784889798975,15581.311106106126317,11449.250702285713487,35294.682616032660007,10588.404784889798975,10932.743151608165135,9546.228000000002794,36870,11667.347999999999956,17160,40231.66686353986006,20278.961999999999534,28936.501069199985068,10598.488000000001193,6000,5610,20010,9960,3990,9780,16380
4,14106.322071275513736,22864.337651091842417,20423.641548724484892,129550.2611443673668,65400.633734030619962,28227.851934244896256,17056.103887418372324,29762.65712854082085,16516.896096224485518,16574.339674538819963,104809.75838941834809,16738.420771040822729,25729.948039683669776,35622.927255857153796,9807.2597351530621381,11257.028565806127517,36834.451930673458264,32491.877905724479206,31809.633750387765758,34912.207775336748455,42845.291506040914101,13815.444149193874182,23281.581806428577693,9977.8207741122496373,40764.088291244886932,20723.16622354082574,11001.18700736734354,23452.142845387767011,14582.968824010202297,14241.846746091834575,11512.870124244902399,10489.503890989799402,15435.774018306126891,11342.309085285713081,34965.012969632662134,10489.503890989799402,10830.625968408165136,9546.228000000002794,36870,11667.347999999999956,17239.553401299992402,41390.374863539858779,20278.961999999999534,28936.501069199985068,10598.488000000001193,6000,5610,20010,9960,3990,9780,16380
5,14137.278646575514358,22651.258489391842886,20469.488628624483681,129325.38892334449338,65549.146924330620095,27961.704000244895724,17095.289425718372513,29488.468471440821304,16553.142719224484608,16610.586297538819053,105050.5535225183412,16582.430743240824086,25785.78743178366858,35701.102404857156216,9714.7914196530618938,11150.891021106128392,36914.390428873455676,32185.526356224479969,31509.714779387766612,34590.578852036749595,42940.904219640913652,13685.184435293873321,23062.070066228578071,9883.7443140122504701,40379.741727844884736,20527.776652640826796,10897.461679567342799,23231.022960587768466,14445.472459310201884,14107.566670591833827,11404.320362644903071,10390.602997089799828,15290.236930506127464,11235.367468285712675,34635.343323232664261,10390.602997089799828,10728.508785208165136,9546.228000000002794,36870,11667.347999999999956,17644.812554340125644,41390.374863539858779,20278.961999999999534,28936.501069199985068,10598.488000000001193,6000,5610,20010,9960,3990,9780,16380
6,14168.235221875514981,22438.179327691843355,20515.33570852448247,129609.87593174449285,64939.660114630620228,27695.556066244895192,17134.474964018372702,29214.279814340821758,16589.389342224483698,16646.832920538818144,104703.94010561844334,16620.440715440825443,25556.626823883667385,35779.277553857158637,9622.3231041530616494,11044.753476406129266,36994.328927073453087,31879.174806724480732,31582.795808387767465,34268.949928736750735,43036.516933240913204,13554.92472139387246,22842.558326028578449,9789.667853912251303,39995.395164444882539,20332.387081740827853,10793.736351767342057,23009.903075787769922,14307.976094610201471,13973.286595091833078,11295.770601044903742,10291.702103189800255,15144.699842706128038,11128.42585128571227,34305.673676832666388,10414.702103189800255,10626.391602008165137,9546.228000000002794,36870,11667.347999999999956,17644.812554340125644,41390.374863539858779,20278.961999999999534,28936.501069199985068,10598.488000000001193,6000,5610,20010,9960,3990,9780,16380
7,14199.191797175515603,22225.100165991843824,20561.182788424481259,128442.36294014449231,64330.173304930620361,27429.408132244894659,16973.660502318372892,28940.091157240822213,16625.635965224482788,16683.079543538817234,103715.73523871843645,16658.4506876408268,25612.466215983666189,35857.452702857161057,9529.8547886530614051,10938.615931706130141,37074.267425273450499,31572.823257224481495,31655.876837387768319,33947.321005436751875,43132.129646840912756,13424.665007493871599,22896.046585828578827,9695.5913938122521358,39611.048601044880343,20136.997510840828909,10690.011023967341316,22788.783190987771377,14170.479729910201058,13839.00651959183233,11187.220839444904414,10192.801209289800681,14999.162754906128612,11021.484234285711864,33976.004030432668515,10438.801209289800681,10524.274418808165137,9546.228000000002794,36870,11667.347999999999956,17885.296000000002095,41390.374863539858779,20278.961999999999534,28936.501069199985068,10598.488000000001193,6000,5610,20010,9960,3990,9780,16380
8,14230.148372475516226,22012.021004291844292,20373.029868324480049,127274.84994854449178,63720.686495230620494,27163.260198244894127,16812.846040618373081,28665.902500140822667,16661.882588224481879,16719.326166538816324,102727.53037181842956,16502.460659840828157,25668.305608083664993,35935.627851857163478,9437.3864731530611607,10832.478387006131015,37154.205923473447911,31266.471707724482258,31355.957866387769172,33625.692082136753015,42886.720980440877611,13294.405293593870738,22676.534845628579205,9601.5149337122529687,39226.702037644878146,19941.607939940829965,10586.285696167340575,22567.663306187772832,14032.983365210200645,13704.726444091831581,11078.671077844905085,10093.900315389801108,14853.625667106129185,10914.542617285711458,33646.334384032670641,10339.900315389801108,10422.157235608165138,9546.228000000002794,36870,11667.347999999999956,17885.296000000002095,41390.374863539858779,20278.961999999999534,28936.501069199985068,10598.488000000001193,6000,5610,20010,9960,3990,9780,16380
9,14261.104947775516848,21798.941842591844761,20418.876948224478838,126107.33695694449125,63177.56956553064083,27228.112264244893595,16652.03157891837327,28391.713843040823122,16698.129211224480969,16755.572789538815414,101739.32550491842267,16346.470632040827695,25724.145000183663797,36013.803000857165898,9344.9181576530609163,10858.34084230613189,37234.144421673445322,30960.120158224483021,31429.038895387770026,33704.063158836754155,42982.333694040877162,13326.145579693869877,22457.023105428579584,9507.4384736122538015,38842.35547424487595,19746.218369040831021,10482.560368367339834,22346.543421387774288,13895.487000510200232,13570.446368591830833,10970.121316244905756,9994.9994214898015343,14708.088579306129759,10807.601000285711052,33316.664737632672768,10363.999421489801534,10320.040052408165138,9546.228000000002794,36870,11667.347999999999956,17885.296000000002095,41390.374863539858779,20278.961999999999534,28936.501069199985068,10598.488000000001193,6000,5610,20010,9960,3990,9780,16380
10,14292.061523075517471,21850.86268089184523,20464.724028124477627,126391.82396534449072,63326.082755830640963,27292.964330244893063,16691.21711721837346,28458.525185940823576,16734.375834224480059,16791.819412538814504,101980.12063801841578,16190.480604240827233,25779.984392283662601,36091.978149857168319,9367.449842153060672,10884.203297606132764,36906.082919873442734,31034.768608724483784,31502.11992438777088,33782.434235536755295,43077.946407640876714,13357.885865793869016,22237.511365228579962,9530.3620135122546344,38458.008910844873753,19550.828798140832077,10378.835040567339092,22125.423536587775743,13928.990635810199819,13436.166293091830084,10861.571554644906428,9896.0985275898019609,14562.551491506130333,10700.659383285710646,32986.995091232674895,10388.098527589801961,10217.922869208165139,9546.228000000002794,37623.625683659913193,11667.347999999999956,17885.296000000002095,41390.374863539858779,20278.961999999999534,28936.501069199985068,10598.488000000001193,6000,5610,20010,9960,3990,9780,16380
11,14323.018098375518093,21902.783519191845699,20510.571108024476416,126676.31097374449018,63474.595946130641096,27357.81639624489253,16730.402655518373649,28525.33652884082403,16770.622457224479149,16828.066035538813594,102220.91577111840888,16228.490576440826771,25835.823784383661405,36170.153298857170739,9389.9815266530604276,10910.065752906133639,36986.021418073440145,31109.417059224484547,31575.200953387771733,33860.805312236756436,43173.559121240876266,13389.626151893868155,22290.99962502858034,9553.2855534122554673,38073.662347444871557,19355.439227240833134,10275.109712767338351,21904.303651787777198,13962.494271110199406,13301.886217591829336,10753.021793044907099,9797.1976336898023874,14598.014403706130906,10593.71776628571024,32657.325444832673384,10412.197633689802387,10242.805686008165139,9546.228000000002794,38585.961965779912134,11667.347999999999956,17885.296000000002095,41390.374863539858779,20278.961999999999534,29770.459069199983787,10598.488000000001193,6000,5610,20587.621999999999389,9960,4105.1779999999998836,9780,16380
